airtemperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type_l,type_m,target
298.9395921157847,309.1712658084125,1279,60.29530591316146,211,True,False,1
299.3831655782746,310.61829825008255,1328,69.34967981227301,24,True,False,1
302.6922672050034,311.44014844722415,2678,11.791896086943106,48,False,True,1
302.401528649631,312.7263857523844,1516,36.99847135036896,209,True,False,1
303.1399849726505,311.1090704172507,1360,49.151019746846465,61,False,True,1
299.6969394939586,309.65812186525096,1389,57.73492050018182,4,True,False,1
303.0958154011451,312.49633847600194,1420,51.46804608256176,213,True,False,1
299.88142220091584,309.398881288341,1512,48.41801844325464,228,True,False,1
299.8221076574294,310.6387378868783,1336,70.83115693702823,38,True,False,1
302.36147093465536,310.3905676970323,1307,58.477857984163016,201,True,False,1
302.2026819640446,311.45938687415605,1366,54.21896558089968,120,True,False,1
303.3002148480158,312.40028646402106,2675,10.833739157363157,18,True,False,1
299.69361127012274,309.7148619856751,1826,24.710557781718496,222,False,True,1
302.4590620066325,311.0826361328761,1339,58.28516995334621,59,True,False,1
303.5424137969461,312.3701724246806,1248,56.93982761246508,218,True,False,1
302.1,310.85472014056705,1357,54.246672523628426,209,True,False,1
302.6,310.7299873918303,1367,63.060142892589724,87,True,False,1
303.0376859489355,312.3901487591484,1367,58.01962534070757,206,True,False,1
303.3434543633926,311.6869087267852,1303,52.00924377942168,217,True,False,1
300.5948749905912,309.5819315406745,1438,57.75065777864243,124,True,False,1
301.2943756807073,310.7259295139914,1439,43.5764539169373,209,True,False,1
302.2250374247851,310.6751122743553,1351,48.99970060171922,132,False,True,1
301.39512030508934,310.24947476514035,1269,57.955032276084545,193,True,False,1
302.1933952025434,311.43331399920515,1333,66.0603712152604,204,True,False,1
302.35887014870667,310.82345499590866,1356,55.66265813369402,100,True,False,1
297.6688131698073,309.5741950613223,1501,49.76129259198339,222,True,False,1
299.6,310.60934518258915,1918,23.306043654494058,206,False,True,1
302.57730137658996,310.5102774090325,1322,48.46979805788225,47,True,False,1
303.31375506170025,311.7137550617002,1341,50.71546153107828,93,True,False,1
300.3974142799409,310.4723279548124,1283,68.85732755143279,156,False,False,1
302.7886380747985,311.375443107499,1304,61.69627330370169,214,True,False,1
303.17775298634297,311.7012235494858,1305,61.0444494027314,215,True,False,1
303.07082738810635,311.5050800415579,1332,65.41335392262177,53,True,False,1
298.3539056672118,308.978592467866,1367,53.218515100490634,221,True,False,1
303.1033255656446,311.50332556564456,1338,52.314725701101054,94,True,False,1
298.7352060080989,308.9736036571037,1600,36.52320470199042,216,True,False,1
302.9310829323267,312.23027692741147,2703,9.881158723251147,66,False,True,1
302.3,311.68336041679527,1363,53.274242593392685,120,False,True,1
299.81887207581104,309.7281098506152,2654,11.53734762541949,93,False,True,1
302.17008043384783,311.10768097615767,1335,63.12721193081604,204,True,False,1
301.5400845133745,311.25206761069956,1283,68.0760338053498,7,True,False,1
300.4030878153553,311.7264804116489,1523,39.26425614228515,214,True,False,1
300.2579700424607,311.2001192338961,1401,50.586776212846885,221,True,False,1
302.6702299278234,310.650383213039,1346,47.757260956930146,170,True,False,1
300.9349734143199,310.70738036443976,1400,59.04042537088085,189,True,False,1
302.3,310.4768882839982,1365,50.146223432003595,35,True,False,1
299.65254323436324,310.23625240190904,1374,63.27942664104499,89,True,False,1
303.2629243715217,311.77538579229247,1377,42.559529399347916,34,True,False,1
302.4857655988242,310.80035919176925,1332,57.68289206466995,98,True,False,1
302.0592879909659,310.05402120426004,1324,59.401922251046486,56,True,False,1
303.3680247490203,311.37335395751694,1307,53.904074247061,43,True,False,1
300.4334687802988,310.8397487992423,1376,53.582009606061895,213,True,False,1
301.98685616161504,310.5085702020188,1371,50.63601202021541,155,True,False,1
300.1021746904533,311.11535428121994,1398,52.14293225602683,220,True,False,1
301.6341758075372,311.3006318556529,1366,57.564939594548754,207,True,False,1
300.07561556375776,309.4994616512549,1839,24.633077387520018,223,False,True,1
298.64982666185796,308.0927333298985,2559,12.878546665979703,146,True,False,1
301.0354583864923,310.7532483210173,1200,66.32896174445777,176,True,False,1
299.4834764276336,310.30743920614077,1375,62.164252480810006,92,True,False,1
299.2770629931569,309.1545862868195,1345,60.60688221660203,191,True,False,1
302.33844340439884,310.75212264786575,1370,52.96249995187349,54,False,True,1
302.1029869065303,311.1133460093396,1404,47.9645374018237,207,True,False,1
299.2481026861623,309.0531808908669,1377,51.24179700784092,218,True,False,1
302.4,310.3,1374,51.34810384277582,162,True,False,1
302.26194171988385,311.1871012284885,1519,39.42256134321657,218,True,False,1
302.4072189938352,310.2072189938352,1330,46.43846919857995,53,True,False,1
298.0673434001791,308.36653131996417,1421,62.03387472014329,33,False,True,1
302.7929392831466,312.04261834147144,1413,47.19486493319753,210,True,False,1
300.45072117850987,309.7732486397625,1323,72.7479052458533,158,True,False,1
299.02296003810085,309.91321941587626,1372,55.70347879365165,201,True,False,1
302.5641392824967,311.0641392824967,1377,45.931278263426336,24,True,False,1
299.1201614394278,309.6790313634331,1396,55.21854704514965,217,True,False,1
303.0698943160321,311.217852042445,1355,52.16066838200475,8,True,False,1
301.3698437171131,310.7114783527358,1356,58.24260823632099,196,True,False,1
302.60285200248387,312.29714799751616,1453,54.722995932935646,251,True,False,1
302.21813917071876,310.56372165856243,1346,48.851368218549865,108,True,False,1
301.6082231313889,310.1008223131389,1325,48.31676846572226,77,True,False,1
300.1971121484809,310.7290710763124,1464,49.62741858977986,211,True,False,1
302.40232746717487,310.9283415505495,1493,45.16318662194266,232,True,False,1
300.3946755463995,309.69467554639954,1379,54.147337773199766,207,True,False,1
302.178559187918,310.54639796979495,1349,48.078387818769656,162,True,False,1
300.04212621698144,308.8575878218984,1370,59.44681375643109,23,False,True,1
302.057201945339,310.9622126801595,1336,63.174532708524474,0,False,True,1
298.81655134010606,309.90533914196965,1438,45.21334785492422,39,True,False,1
302.4954614698341,310.20605137355454,1329,50.639333928104634,148,True,False,1
299.95113304143035,311.13123172786675,1713,28.31586258002456,217,False,True,1
299.58321319052874,308.83076630339383,1383,53.253850544909305,219,True,False,1
302.84298210183385,310.7792842870135,1331,47.953439333233725,57,True,False,1
301.3552130713455,311.2447869286545,1402,47.710190328887236,212,True,False,1
303.26809459472713,311.4680945947271,1373,47.39571621581857,60,True,False,1
301.5464772089499,310.1129042939918,1308,56.310388686931816,40,True,False,1
299.7752538520107,310.16881346300266,1364,58.55084617336881,204,True,False,1
300.42048424978105,310.6202152221249,1438,48.17088779126519,74,False,True,1
301.473671327385,310.8361068232788,1442,44.06586689039825,208,True,False,1
300.34515249645165,309.94077045777124,1378,54.15776886266864,208,True,False,1
302.0124484028652,310.4674690417191,1368,52.39718009776426,153,True,False,1
296.84186584187177,307.9744255944333,2851,4.981387821379501,171,True,False,1
301.5538604996805,311.3405023002343,1457,50.06911600255577,208,True,False,1
302.9812864365299,311.51935130593625,1377,44.5309949442905,34,True,False,1
303.0982259133598,311.6214393046398,1372,43.387431128561204,35,True,False,1
302.50103734678027,310.2016974765495,1307,53.99896265321976,86,True,False,1
299.65002703107604,309.33858610258415,1317,71.90145714713752,157,False,False,1
297.62366827854225,309.5911243955467,1501,49.786686593319985,222,True,False,1
303.47603475187753,312.0281042556327,1365,52.610781917245184,200,True,False,1
303.24602066181563,311.4920413236313,1313,50.0121197747748,223,True,False,1
300.27866470121796,310.8401716057776,1297,61.27113017841973,200,True,False,1
302.46068011354856,311.57871057892487,1356,57.39015232688165,194,True,False,1
301.8047231538226,312.0548549853356,1243,61.78792845241746,211,True,False,1
301.6202686976144,311.1202686976144,1374,56.77515725586475,205,True,False,1
302.5923862599321,310.92381193633275,1360,48.13617793106963,35,True,False,1
298.9496184614122,309.9395421536946,1361,60.22557230788171,187,True,False,1
299.9588915959929,310.62676890726954,1239,69.17963403657814,185,True,False,1
301.1448637705319,310.10322233154454,1383,51.34516650268321,226,True,False,1
300.9738938634929,310.0225525497025,2345,14.493763785614501,208,True,False,1
303.3962252683032,311.7924505366065,1305,60.399817660217806,215,True,False,1
302.6252072571754,311.29192919242223,1271,64.76804838116954,91,True,False,1
302.34494212310153,310.93692668926195,1267,62.899614154010344,90,True,False,1
301.1519044885394,310.62966519495905,1439,43.32231611469187,209,True,False,1
302.7268728878658,312.0307238987175,1364,61.76931819533054,206,True,False,1
299.76241851564305,310.6523533281576,1275,59.67818611326768,203,True,False,1
301.6495690215485,310.1495690215485,1329,48.77004374780737,73,True,False,1
300.8971384829291,310.6539345859725,1269,62.18827279082293,201,True,False,1
301.4232457234175,310.1987037498874,1375,49.430262829747534,71,True,False,1
300.408217319223,311.10451413009736,1381,65.04085688349558,136,False,True,1
300.37705162408304,310.28073709397927,1362,61.263145301037554,206,True,False,1
299.5059332762336,309.8338991424262,1399,57.67203413380737,194,True,False,1
299.0111628607736,308.61116286077356,2587,12.617767427845287,117,True,False,1
298.98294492162023,310.3624788275645,1370,53.784650429458196,227,True,False,1
303.39845021608886,311.5065548990545,2666,11.235518299684838,74,False,True,1
302.3013284609952,310.2013284609952,1364,51.51893723120383,10,False,True,1
302.734707531728,310.85784588621345,1368,53.98922943106709,153,True,False,1
299.38188982627963,309.20799708435356,1344,61.09219993791548,191,True,False,1
300.8387099635908,310.6193549817954,1578,37.82473062635127,227,True,False,1
300.11869784900705,310.2772041587408,1366,54.67720415874077,210,True,False,1
302.7695993924948,311.8582089741619,1357,57.243047908335825,194,True,False,1
301.9097833480903,310.13442037201,1319,50.19638157658163,80,True,False,1
299.3586314214461,309.00952432711296,1590,37.00535743400103,226,True,False,1
298.5935872965811,309.79038094487163,2267,16.171142834614912,214,True,False,1
296.92030193785536,308.20799064901496,1325,69.57937274682669,26,True,False,1
301.97161738769563,310.47161738769563,1370,45.42177404295685,81,True,False,1
302.42472809994064,312.3081767848143,1261,62.36739173349167,210,True,False,1
297.2912453135146,307.9456226567573,1314,61.15145911441424,197,True,False,1
301.1583037680814,311.2589009095369,1298,61.231899610198475,204,True,False,1
302.5327659546397,310.42127659106615,1349,59.12510645222048,106,True,False,1
302.0417328196999,311.4807084938438,1333,65.15039691819929,203,True,False,1
302.96520471618976,311.37680314412654,1337,60.817543405722944,189,True,False,1
299.3847012035389,310.463426477856,1377,53.854103610616725,215,True,False,1
303.2,311.41720879378505,1348,54.55718692654411,6,False,True,1
300.12576368805475,310.7663746384986,1339,59.28049567831606,189,True,False,1
302.58911873598026,310.9123831151862,1372,46.6386511967249,73,True,False,1
301.0949387393097,310.3649795797699,1308,56.68065320099867,9,True,False,1
299.48593083940483,309.5477410013469,1330,54.444223711198084,203,True,False,1
299.88937845216844,309.5203527147369,1343,60.04424976501049,190,True,False,1
302.6832575959274,310.5832575959274,1349,51.0297855585951,6,True,False,1
301.9824426867904,310.21473280603715,1363,60.00686955469419,73,True,False,1
301.05168087676753,310.6814157218337,2635,12.198141572183365,100,True,False,1
301.2284684141546,310.396019611581,1379,52.61061436911735,212,True,False,1
299.6872760799379,310.8793982699198,1270,62.229076660263864,195,True,False,1
302.2880116359552,312.05513599980463,1263,69.83218909037629,228,True,False,1
302.22163994861785,310.69103986298086,1372,46.43431976021652,168,True,False,1
298.16905448469896,308.5809566059686,1395,57.92976639384164,198,True,False,1
303.1082291246952,311.719618125508,1490,46.09588543765242,239,True,False,1
298.93753488089857,308.784956658529,2677,10.716762156384059,85,False,True,1
298.57939087681706,309.8742385960213,1366,49.49432105298399,224,True,False,1
299.3035748394466,308.67864646782493,1383,53.61072451833976,217,True,False,1
301.0723861401369,309.9975201565117,1336,55.07928960510272,204,True,False,1
300.7590066168465,309.7653132911778,1515,33.41137161972072,211,True,False,1
298.1356076660113,307.8146694921799,1599,35.817270800786424,223,True,False,1
302.1526666419162,310.90208741992734,1323,52.51739886734079,224,True,False,1
299.03341020090716,308.7872120080761,1258,69.35898618475495,117,True,False,1
300.70725869848275,309.858592225931,1694,29.481110787586182,194,False,True,1
301.9434737818325,309.8942103636125,1280,57.79931492714621,150,True,False,1
301.5771411665176,311.1474306001789,1445,46.41317193589714,208,True,False,1
302.4225620112524,310.23486856284467,1345,62.131306956902876,105,True,False,1
302.0,310.4249375787996,1224,56.84687893997946,81,False,True,1
301.9218666648216,310.36720000276756,1370,51.31733336562168,154,True,False,1
301.7125874727511,310.72814686818776,1380,51.377796977183365,220,True,False,1
303.35621900024455,311.3635158335371,1307,53.86865700073376,43,True,False,1
304.22112610448517,313.3959143776248,1511,35.160986505963336,206,True,False,1
299.85766136630576,310.12368058676327,1547,35.2693545347769,206,True,False,1
302.6838603673974,310.5451471565299,1326,57.61134155757921,56,True,False,1
299.2153394209625,309.55674499241826,1257,69.91829851876409,111,True,False,1
302.68183303203284,311.62729945765915,1242,66.30477860291587,108,False,True,1
299.18960249663314,309.00389906376256,1514,48.90584859564386,227,True,False,1
303.49389137089634,313.25856246274435,1512,35.90610862910367,207,True,False,1
301.2768979654295,309.66323809766703,1363,59.96593194294794,51,False,True,1
299.5476390892927,309.61906058718944,1336,63.78573550630995,206,True,False,1
300.6144106634758,309.9749587105531,1397,46.18010886575111,209,True,False,1
298.4072353207514,308.2231530264046,1282,60.71736476980344,216,True,False,1
303.5569257066186,311.7092342754914,1331,53.391525751343586,64,True,False,1
301.4140009145924,310.45090825946147,2409,13.724545870269274,192,True,False,1
299.870148926374,310.44775879340943,1688,28.95671630879134,199,False,True,1
302.19425981514206,311.1748013856292,1407,56.9298198617592,208,True,False,1
297.8166259851922,309.7306127263659,1501,49.32851991458175,221,True,False,1
301.224142285076,310.089490786896,1532,36.74911520582399,208,True,False,1
303.0321605360583,311.24723597248976,1335,52.645226309294486,171,True,False,1
300.40361219603403,310.36385300910297,1395,58.318073495448516,191,True,False,1
301.0501550604231,310.8626162953173,1364,58.76218212613267,206,True,False,1
300.68807252975074,311.5917461458724,1373,59.4834922917448,210,True,False,1
299.16983163466017,309.70250460920136,1358,60.23016836533985,188,True,False,1
300.1655522801439,309.8115680494372,2266,14.573007884646621,153,True,False,1
300.42954233448285,311.74374713994257,1372,59.21930206149449,212,True,False,1
301.2474204864994,311.260692575927,1336,70.26103180540025,43,True,False,1
302.7878126813164,311.9328637154835,1336,69.64487492747345,49,True,False,1
298.8888405156635,309.10056791598885,1431,39.2854992982106,217,True,False,1
303.1637403116113,311.69176195231034,1369,53.04287468364903,31,True,False,1
301.54595018982286,310.8884466891821,1441,44.140638127402994,208,True,False,1
298.36076536825124,308.87016177595274,1367,50.02762914231839,218,True,False,1
298.4170552362327,309.11752151971194,1365,51.31519010231572,221,True,False,1
302.26658658225824,310.89785159808486,1333,64.17804935151,86,True,False,1
302.65496930537824,310.59404347194817,1345,59.36354736322281,102,True,False,1
302.0084600646478,310.4788800470166,1373,48.01972001175415,72,True,False,1
299.9847915011526,311.06923304202854,1561,33.59825019861689,211,True,False,1
302.44464691146425,310.24464691146426,1328,51.304098490356616,53,True,False,1
302.5412210415797,312.35544376091457,1264,69.82844543866969,156,True,False,1
299.3870325104213,309.5806790404858,1450,52.34281877058055,207,True,False,1
300.0816669885151,310.3083334571212,2628,12.160833345712119,100,False,True,1
302.93238150497467,311.149286128731,1340,51.18595086131967,172,True,False,1
303.0990196743675,311.5990196743675,1317,61.89950983718376,42,True,False,1
299.04611697429056,308.83475743177297,1423,43.47456569808395,224,True,False,1
299.88652571041456,309.8655438092012,1395,49.69768859949452,212,True,False,1
298.70147942379907,308.95314377557304,1404,53.85573276722144,217,True,False,1
299.88644781181773,310.335606061272,1340,59.6474466885461,190,True,False,1
303.80755581266044,312.5264453443115,1247,67.73400115697194,154,True,False,1
302.49012153415947,312.1160486136638,1451,52.2119351817816,212,True,False,1
299.44342924924337,309.9697122522699,1711,27.925031147124773,202,False,True,1
302.47879059305643,311.7606136605579,1294,64.69402462197078,1,True,False,1
302.34746507919056,310.71059880939293,1346,48.87926150736929,163,True,False,1
301.9324171093931,309.92593368751443,1374,48.67505239072272,178,True,False,1
299.3898779529951,310.8661432088707,1726,27.474694882487718,222,False,True,1
298.3992093445996,308.92665126545614,1428,55.90683607998233,27,True,False,1
300.2921103201036,309.54408274007767,1306,64.69456783824056,42,True,False,1
300.5089626626781,311.4731120119657,1559,34.40755195213723,213,False,False,1
299.3185966718085,309.0658450036534,1419,58.70492997807957,19,True,False,1
300.12330186963317,309.94690129436145,2813,6.199702444904919,82,True,False,1
300.28114500156414,309.55267397183036,1310,66.3818477934276,71,True,False,1
302.62404009035936,310.93682806325154,1372,46.77135234336548,72,True,False,1
302.27199024061395,310.45601951877205,1346,52.86327292574216,107,True,False,1
300.51561693517436,310.60208225802324,1377,52.031780242296556,229,True,False,1
301.392657069569,309.7603471008046,1440,45.82803713204021,232,True,False,1
297.60047682507724,308.65059603134654,1368,50.41205297649007,220,True,False,1
302.0,310.41705603780065,1220,56.452801890032596,80,False,True,1
298.0631944152555,309.7362336515458,1499,48.16519618145129,219,True,False,1
299.506403241126,309.67600231509005,1591,36.97600231509,223,True,False,1
299.77110317325605,309.0614708976747,2553,12.939754850387544,149,True,False,1
298.63899850940675,309.8352843656537,2267,16.250140940665766,218,True,False,1
298.611357330637,309.4888642669363,1385,47.69196663296306,202,True,False,1
300.5512274680954,309.7823389258587,1268,59.65894966727198,193,True,False,1
302.36464032584286,310.6787841955057,1362,54.580770020226005,154,True,False,1
302.1933876531557,311.3368745433313,1356,57.51743445087825,194,True,False,1
302.8949386040354,312.08638814092035,1256,66.7261904895926,232,True,False,1
298.11868465378615,308.1410230470552,2883,3.880584598317264,69,True,False,1
301.7334806252178,310.914513935958,1434,61.181747111139195,174,True,False,1
303.0648874276768,312.1212677538241,2707,9.752126775382406,34,True,False,1
300.6009104273154,310.3213803241703,2643,11.941850221025206,97,False,True,1
301.4619781512188,310.5477300599996,1410,50.145054621953065,100,True,False,1
302.7,311.65351378748875,1448,48.49962024698459,212,True,False,1
299.59814966626385,310.5788897997583,1245,71.97784705460633,197,True,False,1
297.1948171666048,308.43326231658625,2865,4.487255966753225,137,True,False,1
302.23259297379093,310.27091002657767,1389,62.44626221040991,138,False,True,1
300.7492062181791,310.7324866327244,1397,58.13375668363781,190,True,False,1
303.6113829567376,311.8398403485815,1223,66.85122330531905,148,True,False,1
301.2189030803195,311.4552259311547,1331,52.65225931154726,199,True,False,1
302.50153078950905,312.0375561104204,1288,68.4567696149064,0,True,False,1
302.1675144741508,311.1019075668392,1335,63.05664803914567,204,True,False,1
301.7982853045664,309.87798355479435,1385,62.99663925799064,141,False,True,1
299.87111619761026,310.45485211580854,1688,28.957038732536752,200,False,True,1
300.8284272121774,310.1658855277391,1312,73.01003152990256,50,True,False,1
301.39305947527964,310.3169668055369,1387,52.45269801450421,30,True,False,1
298.37748413158727,309.030465089492,1365,51.46556029996832,221,True,False,1
303.2849435033924,311.98085310882027,2664,11.21096610203544,44,False,True,1
299.3507686237944,309.5463243985353,1484,39.036923532154205,213,True,False,1
298.63612861108703,309.6540082539132,1355,53.26350206347829,212,True,False,1
297.27157816971226,308.3036836272842,1366,51.210003693866724,217,True,False,1
303.4824711943307,311.8274903981102,1320,51.394827165984225,68,True,False,1
302.71748418854503,310.5314715393811,1262,67.33841742241093,198,True,False,1
302.11663577399213,310.61663577399213,1312,58.597827850227326,40,True,False,1
299.24429540570327,308.54060412189466,1378,50.42583898666023,219,True,False,1
301.7731428539533,311.2545608464427,1372,60.28952382015565,141,False,True,1
298.8765407718604,308.9728379824127,1313,61.141358100879366,204,True,False,1
297.76412561093827,308.66589981511595,1288,62.12575551447021,195,True,False,1
301.0518606129323,311.26438274688263,1320,64.41015936444273,16,True,False,1
302.91207184405926,311.2167729916741,1324,51.818048891763084,222,True,False,1
299.27895912811476,308.827700035588,2564,12.8,102,True,False,1
300.997540728973,310.635519352024,1357,62.15929230528498,67,True,False,1
298.4579540536502,307.8882097969439,1598,36.50451668889641,223,False,False,1
297.14198375401804,308.56822360027934,1327,70.03659149266223,27,True,False,1
298.2797471864612,308.4402949491286,1426,62.680800576206195,15,True,False,1
302.3741859281447,310.7741859281447,1336,52.95782574853413,102,True,False,1
298.5857467592509,308.4218926742806,1307,67.82189267428063,65,True,False,1
303.3996037919182,311.9655440771015,1243,55.96395924477433,221,True,False,1
301.91685833780696,310.41685833780696,1372,47.39309983894912,75,True,False,1
298.0826905039755,308.46880248354285,1381,57.385155551636714,95,True,False,1
302.4,310.3907802383994,1373,49.41347189442238,153,False,True,1
302.50078008311317,312.1431914641913,1399,62.29182631874333,128,False,True,1
302.78181552188596,311.32936817404857,1368,45.26155421652169,37,True,False,1
302.68181025141047,311.24999273045955,1374,50.954511089445255,32,True,False,1
303.10662622629906,311.60662622629906,1377,43.12020955463212,30,True,False,1
300.5891404513243,311.2066029963944,1268,67.07410673256169,208,True,False,1
302.3199629472566,310.2359703578053,1374,50.76779991518583,165,True,False,1
302.2574651674915,310.85746516749145,1374,49.3,35,True,False,1
303.9129072771577,312.8445773581912,1362,62.47466393517314,199,True,False,1
303.60199014837406,312.78407881300797,2659,11.4,26,False,True,1
302.1252343288063,311.1980548280842,1209,66.52912467263789,164,True,False,1
298.2677204861093,308.67004993055434,2853,4.852911805556287,160,True,False,1
298.5809756486566,309.5121463472985,1384,46.619853812193604,203,True,False,1
302.34462332633063,310.84462332633063,1324,61.522311663165304,44,True,False,1
299.35830397084624,309.03604259864113,1257,69.5554772555899,120,True,False,1
302.27999933957614,311.8011765094367,1369,56.24588386803129,208,True,False,1
299.6418057545264,309.5769600312983,1412,64.09275419852615,198,True,False,1
302.2005585914381,310.10111718287624,1378,54.17625986387949,143,False,True,1
303.032814076676,311.9746768328742,1521,36.27984750688685,214,True,False,1
299.27800771534277,309.9680034290413,1288,61.82439845693143,215,True,False,1
302.891084382068,312.0815260298866,1483,46.20445780896599,245,True,False,1
303.02823036670986,312.0922084270232,1357,57.11989030156672,194,True,False,1
300.7,311.8669080016862,1335,57.530195978079036,192,True,False,1
300.5057665505065,309.92109756063644,1378,54.54022647988329,207,True,False,1
300.6400275754179,310.5230875290069,2632,12.182308752900687,100,True,False,1
301.67555090723835,310.65036727149226,1309,65.17460637897176,74,True,False,1
301.3785479729589,310.160356837184,1434,54.37340040224831,118,True,False,1
301.403070415698,310.46225163817854,1378,53.53774836182147,210,True,False,1
300.0924711074906,310.5582649979634,1367,56.26898527789092,204,True,False,1
302.97433163742295,310.9937969473613,1249,60.55764477203408,212,True,False,1
299.84577476643335,309.1610330219112,2554,12.923161163014806,141,True,False,1
302.6891005098908,310.97293355995146,1370,47.0405996600728,25,True,False,1
298.9684358434915,308.23940245534357,1371,63.35114238730371,29,False,True,1
297.47611433587224,307.9520281712229,2719,9.34431648737479,22,False,True,1
301.86889234793546,310.9533385219032,2686,12.092223086983873,30,False,True,1
303.1559289859587,311.4079053146116,1338,54.01462706186804,180,True,False,1
301.9752515509001,309.9752515509001,1375,48.38712267364986,174,True,False,1
296.90567066008816,307.8698170333823,1391,62.028292746588306,103,False,True,1
301.6337132078522,311.23720387578805,1362,61.09301866412836,203,True,False,1
302.37475943455837,311.11650628970557,1312,59.38671356948929,72,True,False,1
298.2190369605574,309.3828443526689,1371,51.951410984919754,217,True,False,1
298.537688284225,309.26295726168917,1431,52.20747012141871,32,True,False,1
301.4616938292701,310.0510586432938,1310,58.06278903734263,40,True,False,1
303.0210036953404,311.4802509238351,1360,49.71611804557137,62,True,False,1
302.64359999594524,311.0217999979726,1368,58.6484001256991,94,True,False,1
300.56218502871565,311.7026889827706,1554,33.73792777961487,209,True,False,1
302.9860652425735,311.1004913396029,1358,51.10442205642615,9,True,False,1
303.4295972130198,311.8098657376733,1317,51.07758327811906,68,True,False,1
302.714367571488,311.15245826196093,1319,49.87155135723202,72,True,False,1
301.8988317498336,310.87242992871404,1326,46.82429928714081,205,True,False,1
302.11342395838005,310.24776267360335,1335,47.88813368016599,58,True,False,1
302.5927800529963,310.39783401589887,1364,66.7205805829591,79,True,False,1
300.7482559832539,310.0582981742063,2587,12.546722921269883,62,True,False,1
302.2487757697565,310.7487757697565,1306,59.49826029612774,46,True,False,1
301.977654516319,310.29361557609116,1266,62.12442834250633,195,True,False,1
300.66740422899846,311.83915456079717,1335,57.178229850403646,193,True,False,1
298.6237453144927,308.8244622776397,1457,41.19928303685297,209,True,False,1
302.67143811754033,311.9664159744878,1362,61.71004428610507,202,True,False,1
298.44548654147223,308.7,1422,60.800070391239004,119,False,True,1
300.86706783047157,310.560377860253,2777,7.413379940437071,30,True,False,1
303.4355062758741,311.9065188276224,1365,51.698891207167954,200,True,False,1
303.20269013276095,311.57712930815427,1372,43.26816524120296,34,True,False,1
302.6151549468278,310.5431048877476,1327,59.89465435602544,54,True,False,1
300.40312729838155,311.79812362097107,1553,33.1123007069675,209,False,False,1
301.53980469163366,311.4276810239628,1289,68.034548401205,3,True,False,1
302.15515901743834,310.53452294768505,1357,49.741272139506606,39,True,False,1
301.6321395053429,310.9700871908393,1269,65.67705700702354,182,True,False,1
303.44713742286615,311.8471374228661,1314,51.371374228661416,73,True,False,1
302.3633034218708,310.42660684374164,1373,47.259604570489884,143,False,True,1
299.79284447375846,309.8808594742287,1687,28.930948157919484,190,False,True,1
298.86840165508625,308.9495322329935,1454,41.37076033284783,208,True,False,1
302.1656059612771,310.6812600203805,1309,58.575120244565696,19,True,False,1
304.2416818041766,313.5556510567493,1508,35.13037969067806,205,True,False,1
298.60897409348246,309.7089740934825,1354,53.25716427928586,212,True,False,1
300.35814559766607,309.9,1394,46.467417609335854,210,True,False,1
299.8486221858608,310.78256661894227,1398,52.96697789595242,219,True,False,1
299.4398212611791,309.7088491691509,1389,46.508849169150906,206,True,False,1
301.063613645786,310.20831250863716,1379,51.48710796004182,216,True,False,1
302.28783410568707,310.3822383159106,1264,64.5615536875414,196,True,False,1
302.0243761354587,311.0717285423017,1404,47.65934264354563,207,True,False,1
302.02846386923505,310.9577265632122,1494,41.4666972729249,218,True,False,1
297.5584379439046,308.2051925808644,1397,57.53051711716843,200,True,False,1
302.4689349658469,310.3,1326,58.14497103825085,55,True,False,1
302.7,312.1513269704794,1449,51.77933062904069,212,True,False,1
300.1396739361335,310.23994565602226,1292,70.39891312044494,59,True,False,1
299.25768939361257,308.9423106063874,2565,12.781920454251297,160,True,False,1
302.2679490446591,312.35467791361793,2530,12.792966087116092,29,True,False,1
298.2334702819113,308.4120065321141,1301,65.28322403333112,148,False,False,1
302.34740472708063,310.40346036389246,1331,51.92249236530116,153,True,False,1
302.8260948546634,311.5449310465171,1303,61.114781029067316,215,True,False,1
300.9077780250679,310.6894921836044,1290,67.95876150203227,61,True,False,1
302.4579961980535,310.2579961980535,1328,53.03950574695644,54,True,False,1
302.51570413137745,310.3513054025705,1331,46.140822881475295,54,True,False,1
302.36939921083894,310.48360473496643,1374,49.85356527691281,163,True,False,1
303.0341914333428,311.66686857255127,1227,67.6320714215547,148,True,False,1
301.2059019666728,311.18636738596166,1318,64.63640863154038,18,True,False,1
301.5498978346817,310.1000681102122,1273,60.925822998397216,147,True,False,1
300.2677364392985,309.5089828381455,1333,54.47580232947389,205,True,False,1
300.8855172225497,310.11542318208615,1379,53.35887151443698,210,True,False,1
298.4599836549472,309.55998365494725,1355,53.187051131739885,212,True,False,1
303.0632722293567,311.2506177834854,1372,47.98487442018721,64,True,False,1
301.4202429116532,310.93840369994587,1292,67.1241758295933,60,True,False,1
299.71086492060516,310.2557108969975,1366,55.532867309007464,202,True,False,1
297.7228775016793,307.60664291470744,1607,35.89335708529253,222,True,False,1
301.83488282619294,310.67218750670673,1380,50.45804684090733,36,True,False,1
299.04265597317607,308.7126760731212,1316,55.89778662281951,194,True,False,1
300.4511907739735,311.492855356159,1270,63.4488342398007,203,True,False,1
301.4459799276897,309.7911342547241,1316,49.870925962206854,187,True,False,1
302.3,310.5167931109195,1366,50.06641377816103,34,True,False,1
